original_text,simplified_kindergarten,simplified_primary_school,simplified_secondary_school
"(CNN) -- A female correctional officer at a Washington state prison was strangled and an inmate who told officers he had planned to escape is under investigation, authorities said Sunday. Jayme Biendl, 34, was discovered late Saturday night after workers at the Monroe Correctional Complex noticed her keys and radio were missing, according to a statement from the Washington State Department of Corrections. Staff at the prison immediately went to where she worked and found her unresponsive, it said. Emergency responders declared Biendl dead at the scene shortly before 11 p.m. PT, the department said. She had been strangled, according to Chad Lewis, a department spokesman. Also Saturday night, a prison inmate was reported missing during a routine count, the department said. He was later found in the chapel lobby and told officers he had planned to escape, but changed his mind. The inmate, who Lewis identified as Byron Scherf, has since been taken to a segregation unit. The entire complex was on lockdown Sunday as officers investigate the incident, the statement said. Police are interviewing Scherf as a suspect in the officer's death, Lewis said. Biendl had worked with the corrections department since 2002.","(CNN) -- A correctional officer in a Washington State prison was strangled and an inmate who told the officers that he had planned to escape is being investigated, said the authorities on Sunday. Jayme Biendl, 34, was discovered late Saturday night after workers at the Monroe Correctional Complex noticed that her keys and radio were missing, according to a statement from the Washington State Correctional Department. Prison staff immediately went where she worked and found her non-respondent, said.","(CNN) -- A correctional officer in a Washington State prison was strangled and an inmate who told the officers that he had planned to escape is being investigated, said the authorities on Sunday. Jayme Biendl, 34, was discovered late Saturday night after workers at the Monroe Correctional Complex noticed that her keys and radio were missing, according to a statement from the Washington State Correctional Department. Prison staff immediately went where she worked and found her non-respondent, said.","(CNN) -- A correctional officer in a Washington State prison was strangled and a detainee who told the officers that he had planned to escape is being investigated, the authorities said on Sunday. Jayme Biendl, 34, was discovered late Saturday night after workers from the Monroe Correctional Complex noticed that her keys and radio were missing, according to a statement from the Washington State Correctional Department. Prison staff immediately went where she was working and found her non-respondent, said. Emergency workers declared Biendl dead on the scene shortly before 23:00 PT, the department said. She was strangled, according to Chad Lewis, a department spokesman."
"(CNN) -- On November 18, 1978, more than 900 people died in a mass murder-suicide at Jonestown, a cult commune in Guyana. Its leader, the Rev. Jim Jones, called himself God. He persuaded followers to kill their children first and then drink fruit punch laced with cyanide. Of the nearly 1,000 church members who were present at the start of that day, only 33 survived. Eleven people fled through the jungle: Richard Clark, age 42 Julius Evans, 30 Sandra Evans, 30 Sonya Evans, 11 Sharla Evans, 7 Shirelle Evans, 5 Johnny Franklin, 33 Diane Louie, 26 Robert Paul, 33 Leslie Wilson, 21 Jakari Wilson, 3 Fourteen people lived through airport ambush: Monica Bagby, 18 Jim Bogue, 36 Edith Bogue, 39 Teena Bogue, 22 Juanita Bogue, 21 Tommy Bogue, 17 Harold Cordell, 42 Vernon Gosney, 25 Chris O'Neal, 20 Edith Parks, 64 Gerald Parks, 45 Dale Parks, 27 Brenda Parks, 18 Tracy Parks, 12 Four people were sent away by Jones or his mistress: Mike Carter, 20 Tim Carter, 30 Larry Layton, 32 Mike Prokes, 31 Four lived through the mass suicides: Stanley Clayton, 25 Grover Davis, 79 Odell Rhodes, 36 Hyacinth Thrash, 76 .",Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue,Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue,"(CNN) -- On November 18, 1978, more than 900 people died in a mass suicide murder in Jonestown, a cult commune in Guyana. His chief, Reverend Jim Jones, was called God. He persuaded the disciples to kill their children first and to drink fruit punched with cyanide. Nearly 1,000 church members who were present at the beginning of that day, only 33 survived. Eleven people fled into the jungle: Richard Clark, 42 years Julius Evans, 30 years old Sandra Evans, 30 years old Sonya Evans, 11 years old Sharla Evans, 7 years old Shirelle Evans, 5 years old Johnny Franklin, 33 years old Diane Louie, 26 years old Robert Paul, 33 years old Leslie Wilson, 21 years old Jakari Wilson, 3 years old Four people lived in the airport ambush: Monica Bagby, 18 years old Jim Bugo, 36 years old Edith Bugo, 39 years old Teena Bogue, 22 years old Juanita Bogue, 21 years old Tommy Bugo, 17 years old Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue, Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue, Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue Bogue B"
"(CNN) -- Canada's public radio is asking listeners to pick 49 songs that will ""best define"" the country to the incoming president of its southern neighbor. Canadians are voting on the 49 songs that best define their nation, for President-elect Barack Obama's benefit. Online voting for ""49 Songs from North of the 49th Parallel"" ends Friday, and CBC Radio 2 will unveil and play the picks on the day of Barack Obama's presidential inauguration Tuesday. ""One of the best ways to know Canada is through the depth and breath of our artistic expression,"" Denise Donion, CBC's executive director, said on the station's web site. Obama's taste in music runs the gamut from old-school R&B to blues and classical. ""His playlist could definitely benefit from some Canadian content,"" the station said. Listeners can pick from 100 songs. They range from classical (Montreal Symphony Orchestra), to classic rock (The Band, Rush), to more contemporary fare (Feist, Arcade Fire). You can check out the entire list at http://www.cbc.ca/radio2/obamasplaylist/ .","(CNN) -- Canada's public radio is asking listeners to choose 49 songs that ""will best define"" the country to the new president of its southern neighbour. Canadians vote on the 49 songs that best define their country, to the benefit of President-elect Barack Obama. The online vote for ""49 songs from the north of the 49th parallel"" ends Friday, and CBC Radio 2 will unveil and play the selections on the day of Barack Obama's presidential inauguration on Tuesday.""One of the best ways to know Canada is to know the depth and breath of our artistic expression,"" said Denise Donion, Executive Director of CBC, on the station's website.","(CNN) -- Canada's public radio is asking listeners to choose 49 songs that ""will best define"" the country to the new president of its southern neighbour. Canadians vote on the 49 songs that best define their country, to the benefit of President-elect Barack Obama. The online vote for ""49 songs from the north of the 49th parallel"" ends Friday, and CBC Radio 2 will unveil and play the selections on the day of Barack Obama's presidential inauguration on Tuesday. ""One of the best ways to know Canada is to know the depth and breath of our artistic expression,"" said Denise Donion, Executive Director of CBC, on the station's website.","(CNN) -- Canada's public radio is asking listeners to choose 49 songs that ""will best define"" the country to the new president of its southern neighbour. Canadians vote on the 49 songs that best define their country, for the benefit of President-elect Barack Obama. The online vote for ""49 songs from the north of the 49th parallel"" ends Friday, and CBC Radio 2 will unveil and play the selections on the day of Barack Obama's presidential inauguration on Tuesday. ""One of the best ways to know Canada is to know the depth and breath of our artistic expression,"" said Denise Donion, Executive Director of CBC, on the station's website. Obama's taste in music ranges from R&B from the old school to blues and classics."
"In Greek mythology, Lybie or Libye (Ancient Greek: Λυβιη, Lubiē; often written Lybië) was the mother of Belus by Poseidon and a personification and queen of the country of Libya. Some sources describe her as the mother of Lamia. Notes References Queens in Greek mythology Aristophanes, Peace from The Complete Greek Drama, vol. 2. Eugene O'Neill, Jr. New York. Random House. 1938. Online version at the Perseus Digital Library. Aristophanes, Aristophanes Comoediae edited by F.W. Hall and W.M. Geldart, vol. 1. F.W. Hall and W.M. Geldart. Oxford. Clarendon Press, Oxford. 1907. Greek text available at the Perseus Digital Library. Princesses in Greek mythology Women in Greek mythology Characters in Greek mythology Libyan characters in Greek mythology","In Greek mythology, Lybia or Libya (formerly Greek: Lubiê; often written by Lybië) was the mother of Belus by Poseidon and a personification and queen of the country of Libya. Some sources describe her as Lamia's mother. Notes References Queens in Greek mythology Arisophanes, Peace of complete Greek drama, vol. 2. Eugene O'Neill, Jr. New York. Random House. 1938. Online version at Perseus Digital Library. Arisophanes, Arisophanes Comodiae edited by F.W. Hall and W.M. Geldart, vol. 1. F.W. Hall and W.M. Geldart. Oxford. Clarendon Press, Oxford. 1907. Greek text available at Perseus Digital Library. Princesses in Greek mythology Perse in Greek mythology Perse in Greek mythology","In Greek mythology, Lybia or Libya (formerly Greek: Lubiê; often written by Lybië) was the mother of Belus by Poseidon and a personification and queen of the country of Libya. Some sources describe her as Lamia's mother. Notes References Queens in Greek mythology Aristophanes, Peace of the complete Greek Drama, vol. 2. Eugene O'Neill, Jr. New York. Random House. 1938. Online version at Perseus Digital Library. Arisophanes, Arisophanes Comodiae edited by F.W. Hall and W.M. Geldart, vol. 1. F.W. Hall and W.M. Geldart. Oxford. Clarendon Press, Oxford. 1907. Greek text available at Perseus Digital Library. Princesses in Greek mythology Persons in Greek mythology Persons in Greek mythology","In Greek mythology, Lybia or Libya (formerly Greek: Lubiê; often written by Lybië) was the mother of Belus by Poseidon and a personification and queen of the country of Libya. Some sources describe her as Lamia's mother. Notes References Queens in Greek mythology Aristophanes, Peace of The Complete Greek Drama, vol. 2. Eugene O'Neill, Jr. New York. Random House. 1938. Online version at Perseus Digital Library. Aristophanes, Arisophanes Comodiae edited by F.W. Hall and W.M. Geldart, vol. 1. F.W. Hall and W.M. Geldart. Oxford. Clarendon Press, Oxford. 1907. Greek text available at Perseus Digital Library. Princesses in Greek mythology Persons in Greek mythology Persons in Greek mythology"
"the shell - model monte carlo ( smmc ) technique transforms the traditional nuclear shell - model problem into a path - integral over auxiliary fields . we describe below the method and its applications to four physics issues : calculations of @xmath0-@xmath1- shell nuclei , a discussion of electron - capture rates in @xmath1-shell nuclei , exploration of pairing correlations in unstable nuclei , and level densities in rare earth systems .","The shell technique - the model mounts carlo (smmc ) transforms the traditional nuclear shell - model problem into a path - integral on auxiliary fields. Below, we describe the method and its applications to four physics questions: the calculations of shell nuclei @xmath0-@xmath1-, a discussion of electron capture rates in the @xmath1-shell nuclei, the exploration of corresponding correlations in unstable nuclei, and the density of levels in rare earth systems.","The shell technique - the model mounts carlo (smmc ) transforms the traditional nuclear shell - model problem into a path - integral on auxiliary fields. Below we describe the method and its applications to four questions of physics: calculations of shell nuclei @xmath0-@xmath1-, a discussion of electron capture rates in the nuclei @xmath1-shell, exploration of corresponding correlations in unstable nuclei, and density of levels in rare earth systems.","The shell technique - model mounts carlo (smmc ) transforms the traditional nuclear shell - problem of model into a path - integral on auxiliary fields. We describe below the method and its applications to four questions of physics: calculations of shell nuclei @xmath0-@xmath1-, a discussion of electron capture rates in the nuclei @xmath1-shell, exploration of matching correlations in unstable nuclei, and level densities in rare earth systems."
"Cheddite is a class of explosive materials invented in 1897 by E. A. G. Street of the firm of Berges, Corbin et Cie and originally manufactured in the town of Chedde in Haute-Savoie, France in the early twentieth century. Closely related to Sprengel explosives, cheddites consisted of a high proportion of inorganic chlorates mixed with nitroaromatics (e.g. nitrobenzene or dinitrotoluene) plus a little paraffin or castor oil as a moderant for the chlorate. Several different types were made, and they were principally used in quarrying. Due to availability of ingredients and easy production process it was also the most common explosive material manufactured by the Polish Underground State in occupied Poland during World War II; it was used for production of the R wz. 42 and Filipinka hand grenades. Since the 1970s, Cheddite is the commercial name for primers CX series (CX 50, CX 1000 and CX 2000) for shotgun cartridges. See also Sprengel explosive Boxer Primer References Explosives","Cheddite is a class of explosive materials invented in 1897 by E. A. G. des Berges, Corbin and Cie Street and originally manufactured in the city of Chedde in Haute-Savoie, France at the beginning of the 20th century. closely related to Sprengel explosives, the cheddites consisted of a high proportion of inorganic chlorates mixed with nitroaromatics (e.g. nitrobenzene or dinitrotoluene) and a little paraffin oil or castor as a chlorate model. Several different types were manufactured, and they were mainly used in quarries. Due to the availability of easy ingredients and production processes, it was also the most common explosive material manufactured by the Polish metro state during the occupied Second World War; it was used for the production of hand grenades R wz. 42 and Filipinka.","Cheddite is a class of explosive materials invented in 1897 by E. A. G. des Berges, Corbin and Cie Street and originally manufactured in the city of Chedde in Haute-Savoie, France at the beginning of the 20th century. closely linked to Sprengel explosives, the cheddites consisted of a high proportion of inorganic chlorates mixed with nitroaromatics (e.g. nitrobenzene or dinitrotoluene) and a little paraffin or castor oil as a chlorate model. Several different types were manufactured, and they were mainly used in quarries. Due to the availability of ingredients and easy production processes, it was also the most common explosive material manufactured by the Polish Metro State during the Second Occupied World War; it was used for the production of hand grenades R wz. 42 and Filipinka.","Cheddite is a class of explosive materials invented in 1897 by E. A. G. Street of the Berges, Corbin and Cie firm and originally manufactured in the city of Chedde in Haute-Savoie, France at the beginning of the 20th century. closely related to Sprengel explosives, the cheddites consisted of a high proportion of inorganic chlorates mixed with nitroaromatics (e.g. nitrobenzene or dinitrotoluene) plus a little paraffin or castor oil as a model for chlorate. Several different types were manufactured, and they were mainly used in quarries. Due to the availability of ingredients and easy production processes, it was also the most common explosive material manufactured by the Polish Metro State during the Second Occupied World War; it was used for the production of hand grenades R wz. 42 and Filipinka."
"La Bruyère (; ) is a municipality of Wallonia located in the province of Namur, Belgium. The municipality is composed of the following districts: Bovesse, Émines, Meux, Rhisnes, Saint-Denis-Bovesse, Villers-lez-Heest, and Warisoulx. Rhisnes is the administrative seat of the municipality. See also List of protected heritage sites in La Bruyère, Belgium References External links Official website (in French) Municipalities of Namur (province)","La Bruyère is a municipality in the province of Namur, Belgium. It consists of the following districts: Bovesse, Émines, Meux, Rhisnes, Saint-Denis-Bovesse, Villers-lez-Heest and Warisoulx. Rhisnes is the administrative seat of the municipality. See also List of protected heritage sites in La Bruyère, Belgium References External links Official website Municipalities of Namur (province)","La Bruyère is a municipality in the province of Namur, Belgium. It consists of the following districts: Bovesse, Émines, Meux, Rhisnes, Saint-Denis-Bovesse, Villers-lez-Heest and Warisoulx. Rhisnes is the administrative seat of the municipality. See also List of protected heritage sites in La Bruyère, Belgium References External links Official website Municipalities of Namur (province)","La Bruyère is a municipality in the province of Namur, Belgium. It consists of the following districts: Bovesse, Émines, Meux, Rhisnes, Saint-Denis-Bovesse, Villers-lez-Heest and Warisoulx. Rhisnes is the administrative seat of the municipality. See also List of protected heritage sites in La Bruyère, Belgium References External links Official website Municipalities of Namur (province)"
"Kabul, Afghanistan (CNN)As the avalanches continue in mountainous northeastern Afghanistan, the death toll keeps rising. For a third day in a row, heavy snowstorms caused avalanches in the Panjshir province on Thursday, bringing the total to 168, officials said. They began Tuesday, continued Wednesday and two more avalanches took place Thursday, said provincial Gov. Abdul Rahman Kabiri. Authorities fear the toll will grow much higher since rescue personnel are yet to reach the worst affected areas. Panjshir is a small, mountainous province north of the capital, Kabul. Its residents are generally poor, earning their living as farmers, shepherds or operators of small businesses such as groceries.","On a third consecutive day, heavy snowstorms caused avalanches in Panjshir province on Thursday, bringing the total to 168, said the officials. They started on Tuesday, continued on Wednesday and two more avalanches took place on Thursday, said the provincial government Abdul Rahman Kabiri. The authorities fear that the toll will increase much more because rescue personnel have not yet reached the most affected areas. Panjshir is a small mountainous province in the north of the capital, Kabul. Its inhabitants are generally poor, earning their lives as farmers, shepherds or operators of small businesses such as grocery stores.","On a third consecutive day, heavy snowstorms caused avalanches in Panjshir province on Thursday, bringing the total to 168, said the officials. They started on Tuesday, continued on Wednesday and two more avalanches took place on Thursday, said the provincial government Abdul Rahman Kabiri. The authorities fear that the toll will increase much more because rescue personnel have not yet reached the most affected areas. Panjshir is a small mountainous province in the north of the capital, Kabul. Its inhabitants are generally poor, earning their lives as farmers, shepherds or operators of small businesses such as grocery stores.","On a third consecutive day, heavy snowstorms caused avalanches in Panjshir province on Thursday, bringing the total to 168, said the officials. They started on Tuesday, continued on Wednesday and two more avalanches took place on Thursday, said the provincial government Abdul Rahman Kabiri. The authorities fear that the toll will increase much more as rescue personnel have not yet reached the most affected areas. Panjshir is a small mountainous province in the north of the capital, Kabul. Its inhabitants are generally poor, earning their lives as farmers, shepherds or operators of small businesses such as grocery stores."
"(CNN) -- Brazilian football legend Pele's condition has improved, according to a Thursday evening statement from a Sao Paulo hospital. There had been earlier concerns about Pele's health after Albert Einstein Hospital issued a release that said his condition was ""unstable."" Thursday night's release said Pele was relocated to the intensive care unit because a kidney dialysis machine he needed was in ICU. ""He is now temporarily on renal support without any additional support,"" the statement said. The 74-year-old's representative and Pele's Twitter account dispute that the great is in ICU, saying he had been moved to a ""special care"" room with greater privacy. ""I want to take this opportunity to let you know that I am doing fine,"" his Twitter feed stated. Pele was admitted to the medical facility earlier this week with a urinary tract infection. He recently underwent surgery to remove kidney stones at the same institution. Pele is considered one of the greats of world soccer, winning three World Cups for Brazil in 1958, 1962 and 1970. The Brazilian is also one of the most globally recognized faces in sports. CNN's Barbara Arvanitidis contributed to this report.","(CNN) -- The legend of Brazilian football Pele has improved, according to a Thursday night statement from a hospital in Sao Paulo. There had already been concerns about Pele's health after the release of Albert Einstein Hospital, who declared his condition ""unstable."" Thursday night's release declared Pele was transferred to the intensive care unit because a kidney dialysis machine he needed was in ICU. ""He is now temporarily under renal support without any other support,"" said the statement.","(CNN) -- The legend of Brazilian football Pele has improved, according to a Thursday night statement from a hospital in Sao Paulo. There had already been concerns about Pele's health after the release of Albert Einstein Hospital, who said his condition was ""unstable."" Thursday night's release declared Pele was transferred to the intensive care unit because a kidney dialysis machine he needed was in ICU. ""He is now temporarily under renal support without any other support,"" said the statement. The 74-year-old representative and Pele's Twitter account disputed that the big one is in ICU, saying that he had been moved to a ""special care"" room with more privacy.","(CNN) -- The legend of Brazilian football Pele has improved, according to a Thursday night statement from a hospital in Sao Paulo. There had already been concerns about Pele's health after the release of Albert Einstein Hospital, who declared that his condition was ""unstable."" Thursday night's release declared Pele was transferred to the intensive care unit because a kidney dialysis machine he needed was in ICU. ""He is now temporarily under renal support without any other support,"" said the statement. The 74-year-old representative and Pele's Twitter account disputed that the big one is in ICU, saying that he had been moved to a ""special care"" room with more privacy."" I want to take this opportunity to let you know that I'm okay,"" said his Twitter feed. Pele was admitted to the medical facility earlier this week with a urinary infection. He recently underwent surgery to remove kidney stones in the same institution."
"Vile may refer to: Characters Vile (Mega Man X), a character from the Mega Man X game series Doctor Vile (Dr. Weil), a character from the Mega Man Zero game series V.I.L.E., a fictional villain group in the Carmen Sandiego franchise Mythology An alternate spelling of Vili, the brother of Oden in Norse mythology Vile, the plural of Vila (fairy) in south Slavic mythology Music Vile (album), a 1996 album by the death metal band Cannibal Corpse Vile (band), an American death metal band ""Vile"", a song by Dave Grohl Places Vile, Raigad, Raigad district, Maharashtra, India; on the Pune–Kolad road Vile Parle, a suburb of Mumbai in India Other Vile (film), a 2011 horror movie Vile (surname) Vile (text editor) See also Vial, a small container VIL (disambiguation) Vill, historical English administrative unit for small land holdings Viol, a musical instrument Weil (disambiguation), with a similar pronunciation","Vile can refer to: Characters Vile (Mega Man X), a character of the Mega Man X Doctor Vile (Dr Weil), a character of the Mega Man Zero V.I.L.E. series, a villainous fiction group in the franchise Carmen Sandiego Mythology An alternative spelling by Vili, the brother of Oden in Norse mythology Vile, the plural of Vila (fairy) in the Slavic mythology of Southern music Vile (album), an album of 1996 by the band Death metal Cannibal Corpse Vile (bande), an American band of Death metal ""Vile"", a song by Dave Grohl Places Vile, Raigad, Raigad district, Maharashtra, India; on the Pune-Kolad Vile Parle road, a suburb of Mumbai in India Other Vile (film), a horror film of 2011 Vile (surname) Vile (text editor) See also Vial, a small container VIL (disambiguation) Vill, a small musical instrument (viol)","Vile can refer to: Characters Vile (Mega Man X), a character from the Mega Man X Doctor Vile (Dr Weil), a character from the Mega Man Zero V.I.L.E. series, a villain fiction band in the Carmen Sandiego Mythology franchise An alternative spelling by Vili, the brother of Oden in Norse mythology Vile, the plural of Vila (fairy) in the Slavic mythology of the South Music Vile (album), an album of 1996 by the band Death metal Cannibal Corpse Vile (bande), an American band of Death metal ""Vile"", a song by Dave Grohl Places Vile, Raigad, Raigad district, Maharashtra, India; on the Pune-Kolad Vile Parle road, a suburb of Mumbai in India Other Vile (film), a horror film of 2011 Vile (surname) Vile (text editor) See also Vial, a small container VIL (disambiguation) Vill, a small musical instrument (viol)","Vile can refer to: Characters Vile (Mega Man X), a character of the Mega Man X Doctor Vile series (Dr Weil), a character of the Mega Man Zero V.I.L.E. series, a group of villainal fiction in the Carmen Sandiego Mythology franchise An alternative spelling by Vili, the brother of Oden in Norse mythology Vile, the plural of Vila (fairy) in the South Slavic mythology Music Vile (album), an album of 1996 by Death metal band Cannibal Corpse Vile (bande), an American band of Death metal ""Vile"", a song by Dave Grohl Places Vile, Raigad, Raigad district, Maharashtra, India; on the Pune-Kolad Vile Parle road, a suburb of Mumbai in India Other Vile (film), a horror film of 2011 Vile (surname) Vile (text editor) See also Vial, a small container VIL (disambiguation) Vill, a small musical instrument of English history (viol, a small musical instrument)"
"(CNN) -- Singer Chris Brown's arrest on a domestic violence charge prompted Wrigley to suspend its Doublemint gum campaign that uses Brown as a spokesman. ""Wrigley is concerned by the serious allegations made against Chris Brown,"" Wrigley spokeswoman Jennifer Luth said. Brown was arrested Sunday night in connection with an alleged domestic violence incident in Hollywood early Sunday morning, police said. He was released on a $50,000 bond and given a March 5 court date. A Doublemint commercial features Brown singing about the gum to the tune of his hit song ""Forever."" ""We believe Mr. Brown should be afforded the same due process as any citizen,"" Luth said. ""However, we have made the decision to suspend the current advertising featuring Brown and any related marketing communications until the matter is resolved.""","(CNN) -- The arrest of Singer Chris Brown, accused of domestic violence, prompted Wrigley to suspend his chewing gum mint campaign using Brown as spokesperson. ""Wrigley is concerned about the serious allegations made against Chris Brown,"" said Jennifer Luth, Wrigley's spokesperson. Brown was arrested on Sunday night in an alleged domestic violence incident in Hollywood early Sunday morning, police said.","(CNN) -- The arrest of Singer Chris Brown, accused of domestic violence, prompted Wrigley to suspend his mint chewing gum campaign using Brown as spokesperson. ""Wrigley is concerned about the serious allegations made against Chris Brown,"" said Jennifer Luth, Wrigley's spokesperson. Brown was arrested on Sunday night in an alleged domestic violence incident in Hollywood early Sunday morning, police said.","(CNN) -- The arrest of Singer Chris Brown on a charge of domestic violence prompted Wrigley to suspend his double mint chewing gum campaign using Brown as spokesperson.""Wrigley is concerned about the serious allegations made against Chris Brown,"" said Jennifer Luth, Wrigley's spokesperson. Brown was arrested on Sunday night in an alleged incident of domestic violence in Hollywood early Sunday morning, declared the police. He was released on a $50,000 bail and gave a date to the court on March 5."
"LONDON, England (CNN) -- A massive fire engulfed the four-story offices of a major film company in central London on Friday, sending clouds of white smoke over the city skyline, the London fire department said. Streets in London were cordoned off while firefighters tackled the blaze. Two firefighters were taken to the hospital with minor injuries as a result of the blaze in the Future Films building on Dean Street in the city's Soho district, London ambulance services said. The London Fire Brigade dispatched 12 engines and 55 firefighters to battle the fire, which began before 2 p.m. (9 a.m. ET). As a result, an adjacent street -- the W1 -- has been closed to traffic and pedestrians. When reached by CNN, Future Films founder and managing director Stephen Margolis had no comment about the fire. Future Films has been involved in the production of more than 120 films since Margolis created the company in 2000, including ""Bend it like Beckham"" (2002), ""The Importance of Being Earnest"" (2002), and ""Transsiberian"" (2008). CNN's Per Nyberg and Laura Perez Maestro contributed to this report.","LONDON, England (CNN) -- A massive fire swallowed up the four-storey offices of a large film company in central London on Friday, sending clouds of white smoke into the city sky, said the London Fire Department. The streets of London were cut off while firefighters attacked the fire. Two firefighters were taken to the hospital with minor injuries following the fire in the Future Films building in Dean Street in Soho district, said the London Ambulance Service.","LONDON, England (CNN) -- A massive fire swallowed up the four-storey offices of a large film company in central London on Friday, sending clouds of white smoke into the city sky, said the London Fire Department. The streets of London were cut off while firefighters were attacking the fire. Two firefighters were taken to the hospital with minor injuries following the fire in the Future Films building in Dean Street in the Soho district, said the London Ambulance Service. The London Fire Brigade sent 12 engines and 55 firefighters to fight the fire, which started before 2:00 p.m. ET.","LONDON, England (CNN) -- A massive fire swallowed up the four-storey offices of a large film company in central London on Friday, sending clouds of white smoke to the sky of the city, said the London Fire Department. London streets were cut off while firefighters were attacking the fire. Two firefighters were taken to the hospital with minor injuries following the fire in the Future Films building on Dean Street in the city's Soho district, said London's ambulance service. London's Fire Brigade sent 12 engines and 55 firefighters to fight the fire, which started before 2:00 p.m. (ET)."
